block_idx,correct_rejection,design_id,design_name,false_alarm,hit,is_correct,is_target,isi_duration,letter,miss,mode,n_level,n_level_label,n_trials_in_block,participant,responded,rest_duration,rt,run_type,session,stim_duration,stim_onset,task_time,trial_idx,trigger_time,wall_timestamp,zero_back_target
2,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,G,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,242.8539,245.3848,24,2026-03-17_17:11:39.067225,17:15:44.451857,
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,J,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,263.4783,266.0028,0,2026-03-17_17:11:39.067225,17:16:05.069865,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,H,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,266.0215,268.5527,1,2026-03-17_17:11:39.067225,17:16:07.619801,M
3,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,268.5715,271.1031,2,2026-03-17_17:11:39.067225,17:16:10.170205,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,B,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,271.1238,273.6533,3,2026-03-17_17:11:39.067225,17:16:12.720353,M
3,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,273.6719,276.2035,4,2026-03-17_17:11:39.067225,17:16:15.270510,M
3,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,276.2246,278.7536,5,2026-03-17_17:11:39.067225,17:16:17.820685,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,T,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,278.7741,281.3036,6,2026-03-17_17:11:39.067225,17:16:20.370680,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,H,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,281.3213,283.8538,7,2026-03-17_17:11:39.067225,17:16:22.920896,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,W,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,283.8729,286.4041,8,2026-03-17_17:11:39.067225,17:16:25.471148,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,N,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,286.4249,288.9707,9,2026-03-17_17:11:39.067225,17:16:28.037760,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,L,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,288.9912,291.5211,10,2026-03-17_17:11:39.067225,17:16:30.588139,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,C,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,291.5415,294.0877,11,2026-03-17_17:11:39.067225,17:16:33.154788,M
3,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,294.108,296.6379,12,2026-03-17_17:11:39.067225,17:16:35.704919,M
3,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,296.6601,299.1883,13,2026-03-17_17:11:39.067225,17:16:38.255358,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,J,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,299.2093,301.7385,14,2026-03-17_17:11:39.067225,17:16:40.805527,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,N,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,301.7592,304.2886,15,2026-03-17_17:11:39.067225,17:16:43.355616,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,G,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,304.3098,306.8388,16,2026-03-17_17:11:39.067225,17:16:45.905827,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,T,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,306.8563,309.4054,17,2026-03-17_17:11:39.067225,17:16:48.472427,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,F,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,309.4256,311.9558,18,2026-03-17_17:11:39.067225,17:16:51.022840,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,B,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,311.9761,314.5057,19,2026-03-17_17:11:39.067225,17:16:53.572739,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,L,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,314.526,317.0561,20,2026-03-17_17:11:39.067225,17:16:56.123119,M
3,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,317.077,319.6227,21,2026-03-17_17:11:39.067225,17:16:58.689734,M
3,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,319.643,322.1731,22,2026-03-17_17:11:39.067225,17:17:01.240152,M
3,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,D,0,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,322.1941,324.7233,23,2026-03-17_17:11:39.067225,17:17:03.790341,M
3,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,0,0-back,25,vds,0,12.0,-1,base,01,0.5,324.7442,327.2734,24,2026-03-17_17:11:39.067225,17:17:06.340493,M
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,S,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,345.3854,347.9271,0,2026-03-17_17:11:39.067225,17:17:26.994165,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,P,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,347.9512,350.4774,1,2026-03-17_17:11:39.067225,17:17:29.544495,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,S,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,350.5013,353.0248,2,2026-03-17_17:11:39.067225,17:17:32.091900,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,Z,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,353.0418,355.5911,3,2026-03-17_17:11:39.067225,17:17:34.658175,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,M,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,355.6245,358.1577,4,2026-03-17_17:11:39.067225,17:17:37.224716,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,S,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,358.1911,360.7272,5,2026-03-17_17:11:39.067225,17:17:39.794233,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,W,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,360.7912,363.3245,6,2026-03-17_17:11:39.067225,17:17:42.391514,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,S,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,363.3414,365.875,7,2026-03-17_17:11:39.067225,17:17:44.942072,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,D,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,365.9082,368.4416,8,2026-03-17_17:11:39.067225,17:17:47.508620,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,S,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,368.4748,370.9921,9,2026-03-17_17:11:39.067225,17:17:50.059173,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,N,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,371.0254,373.5588,10,2026-03-17_17:11:39.067225,17:17:52.625812,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,S,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,373.5923,376.1258,11,2026-03-17_17:11:39.067225,17:17:55.192831,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,M,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,376.1589,378.6927,12,2026-03-17_17:11:39.067225,17:17:57.759734,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,H,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,378.7099,381.2423,13,2026-03-17_17:11:39.067225,17:18:00.309327,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,381.2591,383.7924,14,2026-03-17_17:11:39.067225,17:18:02.859468,
4,1,1,0 vs 2-back (standard ~8min),0,0,1,0,2.0,V,0,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,383.8095,386.3272,15,2026-03-17_17:11:39.067225,17:18:05.394293,
4,0,1,0 vs 2-back (standard ~8min),0,0,0,1,2.0,M,1,pc,2,2-back,25,vds,0,12.0,-1,base,01,0.5,386.3479,388.8763,16,2026-03-17_17:11:39.067225,17:18:07.943362,
